key_id,key,operation,pX,pY,LR,state,delta,time_diff,time_since_beginning,press_to_press,release_to_press,hold_time
1,u,1,0,0,0,1,0,0,0,0,0,100
2,s,1,0,0,0,1,0,0,0,0,0,169
3,r,1,0,0,0,1,0,0,0,0,0,91
4,1,1,0,0,0,1,0,0,0,0,0,109
5,p,1,0,0,0,1,0,0,0,0,0,100
6,a,1,0,0,0,1,0,0,0,0,0,100
7,s,1,0,0,0,1,0,0,0,0,0,59
8,s,1,0,0,0,1,0,0,0,0,0,67
9,w,1,0,0,0,1,0,0,0,0,0,91
10,o,1,0,0,0,1,0,0,0,0,0,93
11,r,1,0,0,0,1,0,0,0,0,0,100
12,d,1,0,0,0,1,0,0,0,0,0,99
13,1,1,0,0,0,1,0,0,0,0,0,117
14,2,1,0,0,0,1,0,0,0,0,0,101
15,3,1,0,0,0,1,0,0,0,0,0,109
1,u,1,0,0,0,1,0,0,0,0,0,109
2,s,1,0,0,0,1,0,0,0,0,0,166
3,r,1,0,0,0,1,0,0,0,0,0,75
4,1,1,0,0,0,1,0,0,0,0,0,116
5,p,1,0,0,0,1,0,0,0,0,0,117
6,a,1,0,0,0,1,0,0,0,0,0,100
7,s,1,0,0,0,1,0,0,0,0,0,83
8,s,1,0,0,0,1,0,0,0,0,0,92
9,w,1,0,0,0,1,0,0,0,0,0,91
10,o,1,0,0,0,1,0,0,0,0,0,108
11,r,1,0,0,0,1,0,0,0,0,0,75
12,d,1,0,0,0,1,0,0,0,0,0,124
13,1,1,0,0,0,1,0,0,0,0,0,126
14,2,1,0,0,0,1,0,0,0,0,0,75
15,3,1,0,0,0,1,0,0,0,0,0,85

1,s,1,0,0,0,1,0,0,0,0,0,91
2,Backspace,1,0,0,0,1,0,0,0,0,0,75
3,Backspace,1,0,0,0,1,0,0,0,0,0,82
4,u,1,0,0,0,1,0,0,0,0,0,100
5,s,1,0,0,0,1,0,0,0,0,0,175
6,e,1,0,0,0,1,0,0,0,0,0,108
7,r,1,0,0,0,1,0,0,0,0,0,85
8,1,1,0,0,0,1,0,0,0,0,0,99
9,p,1,0,0,0,1,0,0,0,0,0,100
10,a,1,0,0,0,1,0,0,0,0,0,116
11,s,1,0,0,0,1,0,0,0,0,0,84
12,s,1,0,0,0,1,0,0,0,0,0,92
13,w,1,0,0,0,1,0,0,0,0,0,109
14,o,1,0,0,0,1,0,0,0,0,0,100
15,r,1,0,0,0,1,0,0,0,0,0,93
16,d,1,0,0,0,1,0,0,0,0,0,108
17,1,1,0,0,0,1,0,0,0,0,0,100
18,2,1,0,0,0,1,0,0,0,0,0,100
19,3,1,0,0,0,1,0,0,0,0,0,85
1,u,1,0,0,0,1,0,0,0,0,0,84
2,s,1,0,0,0,1,0,0,0,0,0,132
3,e,1,0,0,0,1,0,0,0,0,0,92
4,r,1,0,0,0,1,0,0,0,0,0,102
5,1,1,0,0,0,1,0,0,0,0,0,109
6,p,1,0,0,0,1,0,0,0,0,0,107
7,a,1,0,0,0,1,0,0,0,0,0,82
8,s,1,0,0,0,1,0,0,0,0,0,66
9,s,1,0,0,0,1,0,0,0,0,0,83
10,w,1,0,0,0,1,0,0,0,0,0,92
11,o,1,0,0,0,1,0,0,0,0,0,84
12,r,1,0,0,0,1,0,0,0,0,0,109
13,d,1,0,0,0,1,0,0,0,0,0,92
14,1,1,0,0,0,1,0,0,0,0,0,83
15,2,1,0,0,0,1,0,0,0,0,0,83
16,3,1,0,0,0,1,0,0,0,0,0,92
1,u,1,0,0,0,1,0,0,0,0,0,92
2,s,1,0,0,0,1,0,0,0,0,0,107
3,e,1,0,0,0,1,0,0,0,0,0,115
4,r,1,0,0,0,1,0,0,0,0,0,82
5,1,1,0,0,0,1,0,0,0,0,0,117
6,p,1,0,0,0,1,0,0,0,0,0,101
7,a,1,0,0,0,1,0,0,0,0,0,83
8,s,1,0,0,0,1,0,0,0,0,0,67
9,s,1,0,0,0,1,0,0,0,0,0,73
10,w,1,0,0,0,1,0,0,0,0,0,100
11,o,1,0,0,0,1,0,0,0,0,0,92
12,r,1,0,0,0,1,0,0,0,0,0,66
13,d,1,0,0,0,1,0,0,0,0,0,83
14,1,1,0,0,0,1,0,0,0,0,0,93
15,2,1,0,0,0,1,0,0,0,0,0,101
16,3,1,0,0,0,1,0,0,0,0,0,100
1,u,1,0,0,0,1,0,0,0,0,0,92
2,s,1,0,0,0,1,0,0,0,0,0,133
3,e,1,0,0,0,1,0,0,0,0,0,107
4,r,1,0,0,0,1,0,0,0,0,0,93
5,1,1,0,0,0,1,0,0,0,0,0,117
6,p,1,0,0,0,1,0,0,0,0,0,99
7,a,1,0,0,0,1,0,0,0,0,0,110
8,s,1,0,0,0,1,0,0,0,0,0,76
9,s,1,0,0,0,1,0,0,0,0,0,100
10,w,1,0,0,0,1,0,0,0,0,0,93
11,o,1,0,0,0,1,0,0,0,0,0,83
12,r,1,0,0,0,1,0,0,0,0,0,74
13,d,1,0,0,0,1,0,0,0,0,0,94
14,1,1,0,0,0,1,0,0,0,0,0,108
15,2,1,0,0,0,1,0,0,0,0,0,82
16,3,1,0,0,0,1,0,0,0,0,0,84
1,u,1,0,0,0,1,0,0,0,0,0,100
2,s,1,0,0,0,1,0,0,0,0,0,135
3,e,1,0,0,0,1,0,0,0,0,0,100
4,r,1,0,0,0,1,0,0,0,0,0,90
5,1,1,0,0,0,1,0,0,0,0,0,67
6,p,1,0,0,0,1,0,0,0,0,0,109
7,a,1,0,0,0,1,0,0,0,0,0,92
8,s,1,0,0,0,1,0,0,0,0,0,66
9,s,1,0,0,0,1,0,0,0,0,0,75
10,w,1,0,0,0,1,0,0,0,0,0,92
11,o,1,0,0,0,1,0,0,0,0,0,93
12,r,1,0,0,0,1,0,0,0,0,0,68
13,d,1,0,0,0,1,0,0,0,0,0,84
14,1,1,0,0,0,1,0,0,0,0,0,100
15,2,1,0,0,0,1,0,0,0,0,0,91
16,3,1,0,0,0,1,0,0,0,0,0,83
1,u,1,0,0,0,1,0,0,0,0,0,92
2,s,1,0,0,0,1,0,0,0,0,0,126
3,e,1,0,0,0,1,0,0,0,0,0,109
4,r,1,0,0,0,1,0,0,0,0,0,102
5,1,1,0,0,0,1,0,0,0,0,0,117
6,p,1,0,0,0,1,0,0,0,0,0,100
7,a,1,0,0,0,1,0,0,0,0,0,100
8,s,1,0,0,0,1,0,0,0,0,0,74
9,s,1,0,0,0,1,0,0,0,0,0,85
10,w,1,0,0,0,1,0,0,0,0,0,91
11,o,1,0,0,0,1,0,0,0,0,0,91
12,r,1,0,0,0,1,0,0,0,0,0,109
13,d,1,0,0,0,1,0,0,0,0,0,85
14,1,1,0,0,0,1,0,0,0,0,0,93
15,2,1,0,0,0,1,0,0,0,0,0,91
16,3,1,0,0,0,1,0,0,0,0,0,84
1,u,1,0,0,0,1,0,0,0,0,0,100
2,s,1,0,0,0,1,0,0,0,0,0,160
3,e,1,0,0,0,1,0,0,0,0,0,100
4,r,1,0,0,0,1,0,0,0,0,0,109
5,1,1,0,0,0,1,0,0,0,0,0,125
6,p,1,0,0,0,1,0,0,0,0,0,109
7,a,1,0,0,0,1,0,0,0,0,0,92
8,s,1,0,0,0,1,0,0,0,0,0,67
9,s,1,0,0,0,1,0,0,0,0,0,84
10,w,1,0,0,0,1,0,0,0,0,0,91
11,o,1,0,0,0,1,0,0,0,0,0,83
12,r,1,0,0,0,1,0,0,0,0,0,67
13,d,1,0,0,0,1,0,0,0,0,0,83
14,1,1,0,0,0,1,0,0,0,0,0,108
15,2,1,0,0,0,1,0,0,0,0,0,93
16,3,1,0,0,0,1,0,0,0,0,0,82
1,u,1,0,0,0,1,0,0,0,0,0,83
2,s,1,0,0,0,1,0,0,0,0,0,160
3,e,1,0,0,0,1,0,0,0,0,0,134
4,r,1,0,0,0,1,0,0,0,0,0,109
5,1,1,0,0,0,1,0,0,0,0,0,117
6,p,1,0,0,0,1,0,0,0,0,0,108
7,a,1,0,0,0,1,0,0,0,0,0,91
8,s,1,0,0,0,1,0,0,0,0,0,76
9,s,1,0,0,0,1,0,0,0,0,0,83
10,w,1,0,0,0,1,0,0,0,0,0,108
11,o,1,0,0,0,1,0,0,0,0,0,100
12,r,1,0,0,0,1,0,0,0,0,0,84
13,d,1,0,0,0,1,0,0,0,0,0,100
14,1,1,0,0,0,1,0,0,0,0,0,118
15,2,1,0,0,0,1,0,0,0,0,0,92
16,3,1,0,0,0,1,0,0,0,0,0,92
1,u,1,0,0,0,1,0,0,0,0,0,83
2,s,1,0,0,0,1,0,0,0,0,0,160
3,e,1,0,0,0,1,0,0,0,0,0,134
4,r,1,0,0,0,1,0,0,0,0,0,109
5,1,1,0,0,0,1,0,0,0,0,0,117
6,p,1,0,0,0,1,0,0,0,0,0,108
7,a,1,0,0,0,1,0,0,0,0,0,91
8,s,1,0,0,0,1,0,0,0,0,0,76
9,s,1,0,0,0,1,0,0,0,0,0,83
10,w,1,0,0,0,1,0,0,0,0,0,108
11,o,1,0,0,0,1,0,0,0,0,0,100
12,r,1,0,0,0,1,0,0,0,0,0,84
13,d,1,0,0,0,1,0,0,0,0,0,100
14,1,1,0,0,0,1,0,0,0,0,0,118
15,2,1,0,0,0,1,0,0,0,0,0,92
16,3,1,0,0,0,1,0,0,0,0,0,92
1,u,1,0,0,0,1,0,0,0,0,0,96
2,s,1,0,0,0,1,0,0,0,0,0,134
3,e,1,0,0,0,1,0,0,0,0,0,116
4,r,1,0,0,0,1,0,0,0,0,0,91
5,1,1,0,0,0,1,0,0,0,0,0,159
6,p,1,0,0,0,1,0,0,0,0,0,116
7,a,1,0,0,0,1,0,0,0,0,0,83
8,s,1,0,0,0,1,0,0,0,0,0,75
9,s,1,0,0,0,1,0,0,0,0,0,91
10,w,1,0,0,0,1,0,0,0,0,0,99
11,o,1,0,0,0,1,0,0,0,0,0,101
12,r,1,0,0,0,1,0,0,0,0,0,84
13,d,1,0,0,0,1,0,0,0,0,0,102
14,1,1,0,0,0,1,0,0,0,0,0,108
15,2,1,0,0,0,1,0,0,0,0,0,82
16,3,1,0,0,0,1,0,0,0,0,0,59
1,u,1,0,0,0,1,0,0,0,0,0,92
2,s,1,0,0,0,1,0,0,0,0,0,126
3,e,1,0,0,0,1,0,0,0,0,0,108
4,r,1,0,0,0,1,0,0,0,0,0,83
5,1,1,0,0,0,1,0,0,0,0,0,134
6,p,1,0,0,0,1,0,0,0,0,0,109
7,a,1,0,0,0,1,0,0,0,0,0,91
8,s,1,0,0,0,1,0,0,0,0,0,73
9,s,1,0,0,0,1,0,0,0,0,0,83
10,w,1,0,0,0,1,0,0,0,0,0,109
11,o,1,0,0,0,1,0,0,0,0,0,84
12,r,1,0,0,0,1,0,0,0,0,0,85
13,d,1,0,0,0,1,0,0,0,0,0,92
